DataZone,income_rate,employment_rate,crime_rate,overcrowded_rate,nocentralheating_rate,Health_PC1,Health_PC2,Education_PC1,Education_PC2,Education_PC3,Access_PC1,Access_PC2
S01008203,1.9967121915506814,1.6000175282015325,2.469977749314918,1.0854905158164827,0.5787308487343924,-1.8562601960792267,-0.6797527664447495,-3.196611310046921,-1.2142179417213017,-0.3158472951835855,2.5064081804079628,0.023132058033001616
S01008204,0.4279739719877775,0.6273196476208652,0.7903271089617485,-0.46931067772666174,-0.7803955691199587,-1.742985099756274,0.4584779561607971,-1.2439520952831242,0.2473303720284312,0.6512694489539866,2.783666139608981,0.06819616237926011
S01008205,0.4279739719877775,0.9515522744810877,-0.3708226815432689,0.5672234513021012,-0.327353429835175,-1.2968247351184254,0.37774165307847624,-0.9670036575104098,0.6519526700199759,0.0302130501425877,2.190486536520552,-0.7040412851063608
S01008206,0.9106626549302095,0.6273196476208652,-0.4292453125120748,0.04895638678771973,-0.327353429835175,-0.6777043210688137,1.145474022332578,-2.1683014716745124,0.057458161683653836,0.7058395866394442,2.141884091002738,-0.4469631859136453
S01008207,0.9106626549302095,1.113668587911199,-0.2539774196056571,0.6967902174306966,-0.7803955691199587,-0.7935031792573327,0.4858338081925464,-2.678125381993557,-0.39364174546441844,0.15284857985142208,0.9068852517963721,-0.3824563192328622
S01008208,-0.29605905242587055,-0.34537823295980213,-0.3489141949299667,-0.5988774438552571,-0.7803955691199587,1.2294529705412838,0.44160785991805884,-0.3660973953084378,-0.3410154647688831,-0.6029333782870382,0.862390580902251,-0.19048587730647693
S01008210,0.4279739719877775,0.30308702076064276,-0.5935589621118414,-0.3397439115980664,-0.327353429835175,-0.00877137675935697,1.0828413905795138,-0.4820116825939066,0.34352963232812705,0.23639276711155358,1.5628706968813522,-0.6059739742472583
S01008211,0.4279739719877775,0.30308702076064276,-0.07505811226368901,0.1785231529163151,0.1256887094496087,-0.05192258396674633,0.29808284443466926,-0.1978537265033779,0.957052656071315,-0.0788263354799884,1.7445687587454008,-1.0871575774864295
S01008213,-0.7787477353683026,-0.8317271732501358,-0.8382037292937161,-0.9875777422410432,-0.327353429835175,1.4292565201423186,-1.6962906108892717,0.567009491601964,0.8664641010132559,-0.012400439682927145,-0.8360404938156117,-0.8300214469787063
S01008214,0.3073018012521695,0.9515522744810877,0.045438564109473174,-0.210177145469471,-0.327353429835175,-2.0214037714074173,-0.7901680426528118,-1.109797969092785,-0.17962339034819216,-0.08053898167212485,0.7221819414338423,-1.5273385628835512
S01008215,-0.29605905242587055,-0.1832619195296909,-0.5606962321918881,-0.08061037934087564,0.1256887094496087,0.49800109843473933,0.9466063432672517,-0.33962310496722553,0.5855648836705228,0.21423050753921982,-0.19328595485647668,-1.206801202841946
S01008217,-1.0200920768395185,-0.8317271732501358,0.19149514153148794,-0.9875777422410432,-0.327353429835175,1.3396512194808063,0.77165543277543,1.1363277038656536,0.457432780803851,0.23050484568838764,-2.1605314872252386,-0.4673063436340866
S01008218,-0.7787477353683026,-0.8317271732501358,0.25356918693584424,-1.1171445083696385,-0.327353429835175,2.159422211297409,0.2095729091021337,0.7068374976273512,0.12075089338577846,0.08452775111188587,-2.0967181934698074,0.4063589835940068
S01008219,0.4279739719877775,0.465203334190754,0.3229460612113012,-0.3397439115980664,-0.327353429835175,-1.7399366134145002,-1.2798175739245565,-0.3542508012407764,1.2239732906013805,0.25793848118562884,1.6574053811693823,-0.37359389381969055
S01008220,1.8760400208150736,1.27578490134131,-0.15538922984579714,0.5672234513021012,-0.7803955691199587,-0.55330437969838,-0.05027814406141893,-1.7737553047631842,0.40661755066344957,0.11388192646991656,0.04517282074233434,0.45121511047912366
S01008221,2.4794008744931135,1.924250155061755,1.3964619052631098,1.3446240480736733,-0.327353429835175,-1.6846679974194005,-2.340039272590767,-2.1186921715495632,-0.45634748422028504,-0.45908661913157334,1.4231472966645036,0.4961221813115363
S01008222,0.7899904841946015,1.27578490134131,0.18054089822483682,0.6967902174306966,-0.7803955691199587,-0.6603028886814624,-1.0283451749329584,-1.7921039554084999,-0.22318634774248486,-0.6562876283212018,2.1571303848911967,1.10368939936417
S01008223,1.0313348256658175,1.6000175282015325,-0.4292453125120748,-0.210177145469471,-0.7803955691199587,-0.9505329811038644,1.2523574928494616,-0.3744507844045365,0.91408487925104,0.2077498399366561,0.08362349427095402,1.5837104280345669
S01008224,-0.8994199061039105,-0.5074945463899133,-0.6556330075161977,-0.5988774438552571,0.5787308487343924,1.5193418907327283,0.7542572977568744,-0.09535715241998236,1.0402695657648797,-0.4035134665641296,1.138753553639559,1.339533591432745
