DataZone,income_rate,employment_rate,crime_rate,overcrowded_rate,nocentralheating_rate,Health_PC1,Health_PC2,Education_PC1,Education_PC2,Education_PC3,Access_PC1,Access_PC2,Access_PC3,Access_PC4
S01010162,1.3515239753404977,1.5633297422371073,0.0016785363545654486,0.9528687540283102,0.3679625675068975,0.8795203730432324,0.18680220156678864,1.7217497872605652,0.9383468912721273,0.4131381737656937,3.814017391969494,3.2741449648695466,0.05664138112013115,-0.7777576997369379
S01010163,1.516813148919304,1.6735482897043912,0.7502731575518534,0.02806951707003384,-0.3942456080431043,3.2302563921520084,0.14658871137716115,2.5185648562490495,-1.3354798617491956,0.49485090418473476,1.324184492964132,2.197270508572277,0.026048125108537355,-0.4506809778267163
S01010164,0.5250781074464664,0.4611442675642683,-0.20248363306287673,0.2592693263096029,-0.7753496958181052,1.23731387462791,1.0693136842602482,0.9247177804259155,0.22600104920393213,0.3042438780476755,0.1014417932959232,1.7669204231723843,0.24476205476926433,-0.08303606313619938
S01010165,1.1035902149722883,1.2326740998352557,0.9601064983420022,0.1436694216898184,-0.7753496958181052,2.395887957783366,-1.88387849223642,2.354424235110792,0.43382801007741645,0.8890419840548885,1.5706645457804886,2.920141868887767,-1.5979243202599704,0.36122583198614333
S01010166,-0.13607858686875873,-0.20016701723943517,-0.5682741866024605,0.02806951707003384,0.3679625675068975,0.07005353730595423,-0.6118497830618665,0.5477381799235296,0.7418599100783403,0.13540656856346864,1.8502383618297584,1.1579265117693862,-1.0104196353690333,2.246202197910156
S01010167,0.7730118678146758,1.2326740998352557,-0.4123169738530256,0.2592693263096029,3.7978993574819055,2.3315177212530602,1.764239869876796,2.794212932212388,-0.1707935235513885,0.34462480094481035,0.5954025491494737,1.478031648629373,1.6760693862295633,1.3580224315274148
S01010168,0.44243352065706326,0.020270077695132647,-0.4066458024803189,-0.3187301967893198,1.5112748308319002,-0.5968564887833909,0.6252941290134792,0.6887125485246068,1.0562784046199396,0.3296328112234558,0.42391945179775514,1.2689884759205254,2.226483249452782,1.1967563797929122
S01010169,0.8556564546040789,0.5713628150315522,0.21718304851742107,1.4152683725074484,1.892378918606901,1.4777258089791232,-0.897700057956688,2.157370942026108,-0.8700647236298706,0.531526947316386,1.7178211523406235,1.1465754208063736,0.7228214362630887,0.6524068534971684
S01010170,0.6077226942358696,0.5713628150315522,0.6141650446068919,0.1436694216898184,1.1301707430568992,2.108960660462298,-0.24879461441238152,1.5951254659293241,-0.09753024368226203,0.3402321482635262,1.590940955423565,0.796146062670663,0.866534223451545,1.044359456787403
S01010171,1.1035902149722883,1.2326740998352557,0.38731818969862286,0.37486923092938745,-0.013141520268103422,1.8699356778603073,-0.831058082804518,2.8593908800417465,0.4598933485563404,0.6802945980721521,-0.5682909662815974,1.2292338093646678,0.19877385042113246,0.4704907229917703
